SCHOOLJAAR;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;PLAATSNAAM;PROVINCIE;ONDERWIJSTYPE VO;VAKCODE;AFKORTING VAKNAAM;VAKNAAM;SCHOOLEXAMEN BEOORDELING;TOTAAL AANTAL SCHOOLEXAMENS MET BEOORDELING;AANTAL SCHOOLEXAMENS MET BEOORDELING MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL SCHOOLEXAMENS MET CIJFER;GEM. CIJFER TOTAAL AANTAL SCHOOLEXAMENS;AANTAL SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL CENTRALE EXAMENS;GEM. CIJFER TOTAAL AANTAL CENTRALE EXAMENS;AANTAL CENTRALE EXAMENS MEETELLEND VOOR DIPLOMA;GEM. CIJFER CENTRALE EXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER CIJFERLIJST;GEM. CIJFER REKENTOETS
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;0301;anw;algemene natuurwetenschappen;;0;0;60;6,9;0;,0;0;,0;0;,0;6,9;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;5;5;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;59;59;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;65;6,6;65;6,6;65;5,8;65;5,8;6,2;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1002;entl;Engelse taal en literatuur;;0;0;65;7,2;65;7,2;65;6,6;65;6,6;7,0;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1003;fatl;Franse taal en literatuur;;0;0;7;6,4;7;6,4;7;7,2;7;7,2;6,9;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1004;dutl;Duitse taal en literatuur;;0;0;33;6,5;33;6,5;33;6,5;33;6,5;6,6;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1005;sptl;Spaanse taal en literatuur;;0;0;30;7,0;30;7,0;30;6,3;30;6,3;6,6;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1018;biol;biologie;;0;0;31;6,6;31;6,6;31;6,1;31;6,1;6,4;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1019;maat;maatschappijleer;;0;0;60;6,7;0;,0;0;,0;0;,0;6,7;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1020;ckv;culturele en kunstzinnige vorming;G;18;18;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1020;ckv;culturele en kunstzinnige vorming;V;42;42;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1021;ges;geschiedenis;;0;0;25;6,3;25;6,3;25;6,0;25;6,0;6,2;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1022;econ;economie;;0;0;33;6,1;33;6,1;33;6,4;33;6,4;6,2;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1023;nat;natuurkunde;;0;0;41;6,6;41;6,6;41;6,0;41;6,0;6,3;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1024;wisA;wiskunde A;;0;0;26;6,4;26;6,4;26;7,2;26;7,2;6,9;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1025;wisB;wiskunde B;;0;0;36;6,5;36;6,5;36;6,8;36;6,8;6,6;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1026;wisC;wiskunde C;;0;0;3;6,6;3;6,6;3;6,3;3;6,3;6,7;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1028;schk;scheikunde;;0;0;40;6,4;40;6,4;40;6,0;40;6,0;6,3;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1038;bsm;bewegen, sport en maatschappij;;0;0;10;7,0;0;,0;0;,0;0;,0;7,0;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1060;gds;godsdienst;;0;0;60;7,0;0;,0;0;,0;0;,0;7,0;,0
2015;16VI;00;RK SGM Canisius;0141;ALMELO;ALMELO;Overijssel;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;7,6
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;0131;ak;aardrijkskunde;;0;0;23;6,3;23;6,3;23;6,8;23;6,8;6,6;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;0161;in;informatica;;0;0;32;7,1;0;,0;0;,0;0;,0;7,1;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;0251;m&o;management en organisatie;;0;0;33;6,5;33;6,5;33;6,5;33;6,5;6,5;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;0301;anw;algemene natuurwetenschappen;;0;0;86;6,7;0;,0;0;,0;0;,0;6,7;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;57;57;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;31;31;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;0371;kcv;klassieke culturele vorming;;0;0;24;7,3;0;,0;0;,0;0;,0;7,3;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;89;6,6;89;6,6;89;5,9;89;5,9;6,3;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1002;entl;Engelse taal en literatuur;;0;0;89;7,1;89;7,1;89;6,8;89;6,8;7,1;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1003;fatl;Franse taal en literatuur;;0;0;41;6,4;41;6,4;41;7,3;41;7,3;7,0;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1004;dutl;Duitse taal en literatuur;;0;0;46;6,5;46;6,5;46;6,1;46;6,1;6,3;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1010;latl;Latijnse taal en literatuur;;0;0;14;6,3;14;6,3;14;6,7;14;6,7;6,4;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1011;grtl;Griekse taal en literatuur;;0;0;10;6,4;10;6,4;10;6,1;10;6,1;6,2;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1018;biol;biologie;;0;0;53;6,1;53;6,1;53;6,1;53;6,1;6,2;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1019;maat;maatschappijleer;;0;0;88;6,9;0;,0;0;,0;0;,0;6,9;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1020;ckv;culturele en kunstzinnige vorming;G;8;8;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1020;ckv;culturele en kunstzinnige vorming;V;56;56;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1021;ges;geschiedenis;;0;0;29;6,5;29;6,5;29;5,5;29;5,5;6,1;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1022;econ;economie;;0;0;35;6,6;35;6,6;35;6,6;35;6,6;6,7;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1023;nat;natuurkunde;;0;0;57;6,6;57;6,6;57;5,5;57;5,5;6,1;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1024;wisA;wiskunde A;;0;0;41;6,6;41;6,6;41;7,2;41;7,2;6,8;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1025;wisB;wiskunde B;;0;0;42;6,5;42;6,5;42;6,5;42;6,5;6,5;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1026;wisC;wiskunde C;;0;0;6;6,5;6;6,5;6;5,7;6;5,7;6,2;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1027;wisD;wiskunde D;;0;0;7;7,7;0;,0;0;,0;0;,0;7,7;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1028;schk;scheikunde;;0;0;60;6,5;60;6,5;60;6,0;60;6,0;6,3;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1030;kubv;kunst (beeldende vormgeving);;0;0;8;6,5;8;6,5;8;6,2;8;6,2;6,4;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1061;lv;levensbeschouwelijk vormingsonderwijs;;0;0;89;6,8;0;,0;0;,0;0;,0;6,8;,0
2015;16VK;00;OMO Scholengroep De Langstraat;0867;WAALWIJK;WAALWIJK;Noord-Brabant;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;7,5
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;0161;in;informatica;;0;0;24;6,8;0;,0;0;,0;0;,0;6,9;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;0251;m&o;management en organisatie;;0;0;31;6,4;31;6,4;31;6,1;31;6,1;6,2;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;0270;te;tekenen;;0;0;8;6,8;8;6,8;8;7,0;8;7,0;7,0;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;0301;anw;algemene natuurwetenschappen;;0;0;60;6,8;0;,0;0;,0;0;,0;6,8;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;26;26;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;34;34;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;0371;kcv;klassieke culturele vorming;;0;0;8;7,1;0;,0;0;,0;0;,0;7,1;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;60;6,4;60;6,4;60;5,8;60;5,8;6,1;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1002;entl;Engelse taal en literatuur;;0;0;60;6,8;60;6,8;60;6,7;60;6,7;6,8;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1003;fatl;Franse taal en literatuur;;0;0;16;6,6;16;6,6;16;6,8;16;6,8;6,6;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1004;dutl;Duitse taal en literatuur;;0;0;45;6,2;45;6,2;45;5,8;45;5,8;6,0;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1010;latl;Latijnse taal en literatuur;;0;0;4;6,5;4;6,5;4;5,6;4;5,6;6,3;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1011;grtl;Griekse taal en literatuur;;0;0;2;6,9;2;6,9;2;6,5;2;6,5;6,5;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1018;biol;biologie;;0;0;23;6,5;23;6,5;23;5,6;23;5,6;6,1;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1019;maat;maatschappijleer;;0;0;60;6,6;0;,0;0;,0;0;,0;6,6;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1020;ckv;culturele en kunstzinnige vorming;G;24;24;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1020;ckv;culturele en kunstzinnige vorming;V;28;28;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1021;ges;geschiedenis;;0;0;19;6,2;19;6,2;19;6,3;19;6,3;6,3;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1022;econ;economie;;0;0;18;6,9;18;6,9;18;6,5;18;6,5;6,9;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1023;nat;natuurkunde;;0;0;42;6,2;42;6,2;42;6,0;42;6,0;6,1;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1024;wisA;wiskunde A;;0;0;18;6,4;18;6,4;18;6,7;18;6,7;6,6;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1025;wisB;wiskunde B;;0;0;42;6,5;42;6,5;42;6,6;42;6,6;6,5;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1027;wisD;wiskunde D;;0;0;8;7,3;0;,0;0;,0;0;,0;7,3;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1028;schk;scheikunde;;0;0;42;6,3;42;6,3;42;5,9;42;5,9;6,2;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1034;maw;maatschappijwetenschappen;;0;0;17;6,1;17;6,1;17;6,4;17;6,4;6,3;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1054;o&o;onderzoek en ontwerpen (beschikking 2007);;0;0;13;7,7;0;,0;0;,0;0;,0;7,7;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1061;lv;levensbeschouwelijk vormingsonderwijs;;0;0;60;6,9;0;,0;0;,0;0;,0;6,9;,0
2015;16VK;03;loc, d' Oultremontcollege;0797;HEUSDEN;DRUNEN;Noord-Brabant;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;7,5
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;0131;ak;aardrijkskunde;;0;0;31;6,4;31;6,4;31;6,3;31;6,3;6,4;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;0251;m&o;management en organisatie;;0;0;19;6,7;19;6,7;19;5,8;19;5,8;6,5;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;0270;te;tekenen;;0;0;2;6,4;2;6,4;2;6,1;2;6,1;6,5;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;0301;anw;algemene natuurwetenschappen;;0;0;61;7,0;0;,0;0;,0;0;,0;7,0;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;18;18;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;43;43;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;61;6,6;61;6,6;61;5,9;61;5,9;6,3;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1002;entl;Engelse taal en literatuur;;0;0;61;6,8;61;6,8;61;7,1;61;7,1;7,0;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1003;fatl;Franse taal en literatuur;;0;0;25;6,4;25;6,4;25;7,2;25;7,2;6,9;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1004;dutl;Duitse taal en literatuur;;0;0;41;6,8;41;6,8;41;6,4;41;6,4;6,7;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1005;sptl;Spaanse taal en literatuur;;0;0;7;7,3;7;7,3;7;7,5;7;7,5;7,4;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1011;grtl;Griekse taal en literatuur;;0;0;2;6,2;2;6,2;2;4,1;2;4,1;5,0;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1018;biol;biologie;;0;0;37;6,7;37;6,7;37;6,5;37;6,5;6,6;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1019;maat;maatschappijleer;;0;0;61;7,4;0;,0;0;,0;0;,0;7,4;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1020;ckv;culturele en kunstzinnige vorming;G;40;40;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1020;ckv;culturele en kunstzinnige vorming;V;11;11;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1021;ges;geschiedenis;;0;0;31;6,5;31;6,5;31;7,1;31;7,1;6,9;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1022;econ;economie;;0;0;38;6,6;38;6,6;38;6,0;38;6,0;6,3;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1023;nat;natuurkunde;;0;0;30;6,9;30;6,9;30;6,4;30;6,4;6,6;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1024;wisA;wiskunde A;;0;0;32;6,6;32;6,6;32;6,8;32;6,8;6,8;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1025;wisB;wiskunde B;;0;0;28;6,6;28;6,6;28;6,6;28;6,6;6,8;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1026;wisC;wiskunde C;;0;0;1;6,5;1;6,5;1;4,3;1;4,3;5,0;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1027;wisD;wiskunde D;;0;0;2;7,5;0;,0;0;,0;0;,0;7,5;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1028;schk;scheikunde;;0;0;32;6,6;32;6,6;32;6,1;32;6,1;6,4;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1038;bsm;bewegen, sport en maatschappij;;0;0;3;7,0;0;,0;0;,0;0;,0;7,0;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1050;lakc;Latijnse taal en literatuur met kcv;;0;0;7;6,7;7;6,7;7;5,8;7;5,8;6,1;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1051;grkc;Griekse taal en literatuur met kcv;;0;0;3;6,7;3;6,7;3;4,6;3;4,6;5,7;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1054;o&o;onderzoek en ontwerpen (beschikking 2007);;0;0;6;7,0;0;,0;0;,0;0;,0;7,0;,0
2015;16VP;00;Hondsrug College;0114;EMMEN;EMMEN;Drenthe;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;7,1
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;0131;ak;aardrijkskunde;;0;0;8;6,3;8;6,3;8;6,5;8;6,5;6,5;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;0161;in;informatica;;0;0;14;7,4;0;,0;0;,0;0;,0;7,4;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;0251;m&o;management en organisatie;;0;0;15;6,3;15;6,3;15;5,9;15;5,9;6,2;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;0270;te;tekenen;;0;0;5;6,7;5;6,7;5;7,1;5;7,1;6,8;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;0301;anw;algemene natuurwetenschappen;;0;0;62;6,9;0;,0;0;,0;0;,0;6,9;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;0311;fi;filosofie;;0;0;6;7,5;6;7,5;6;5,8;6;5,8;6,5;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;50;50;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;11;11;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;63;6,8;63;6,8;63;6,3;63;6,3;6,6;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1002;entl;Engelse taal en literatuur;;0;0;63;7,0;63;7,0;63;7,4;63;7,4;7,2;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1003;fatl;Franse taal en literatuur;;0;0;23;6,7;23;6,7;23;7,7;23;7,7;7,3;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1004;dutl;Duitse taal en literatuur;;0;0;39;6,6;39;6,6;39;6,4;39;6,4;6,5;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1018;biol;biologie;;0;0;40;6,7;40;6,7;40;7,1;40;7,1;7,0;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1019;maat;maatschappijleer;;0;0;61;7,5;0;,0;0;,0;0;,0;7,5;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1020;ckv;culturele en kunstzinnige vorming;G;18;18;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1020;ckv;culturele en kunstzinnige vorming;V;41;41;0;,0;0;,0;0;,0;0;,0;,0;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1021;ges;geschiedenis;;0;0;23;6,8;23;6,8;23;6,1;23;6,1;6,5;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1022;econ;economie;;0;0;21;6,2;21;6,2;21;6,2;21;6,2;6,2;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1023;nat;natuurkunde;;0;0;45;6,7;45;6,7;45;7,2;45;7,2;6,9;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1024;wisA;wiskunde A;;0;0;20;6,5;20;6,5;20;7,0;20;7,0;6,8;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1025;wisB;wiskunde B;;0;0;39;6,5;39;6,5;39;7,1;39;7,1;6,8;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1026;wisC;wiskunde C;;0;0;4;6,1;4;6,1;4;6,0;4;6,0;6,0;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1027;wisD;wiskunde D;;0;0;2;8,5;0;,0;0;,0;0;,0;8,5;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1028;schk;scheikunde;;0;0;45;6,6;45;6,6;45;7,0;45;7,0;6,9;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1038;bsm;bewegen, sport en maatschappij;;0;0;16;6,9;0;,0;0;,0;0;,0;6,9;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1054;o&o;onderzoek en ontwerpen (beschikking 2007);;0;0;14;7,0;0;,0;0;,0;0;,0;7,0;,0
2015;16XD;00;College Den Hulster;0983;VENLO;VENLO;Limburg;VWO;1121;RT3F;rekentoets 3F;;0;0;0;,0;0;,0;0;,0;0;,0;,0;7,6
2015;16YC;00;Scheldemond College;0718;VLISSINGEN;VLISSINGEN;Zeeland;VWO;0131;ak;aardrijkskunde;;0;0;5;6,8;5;6,8;5;6,0;5;6,0;6,4;,0
