SCHOOLJAAR;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;PLAATSNAAM;PROVINCIE;ONDERWIJSTYPE VO;VAKCODE;AFKORTING VAKNAAM;VAKNAAM;SCHOOLEXAMEN BEOORDELING;TOTAAL AANTAL SCHOOLEXAMENS MET BEOORDELING;AANTAL SCHOOLEXAMENS MET BEOORDELING MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL SCHOOLEXAMENS MET CIJFER;GEM. CIJFER TOTAAL AANTAL SCHOOLEXAMENS;AANTAL SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL CENTRALE EXAMENS;GEM. CIJFER TOTAAL AANTAL CENTRALE EXAMENS;AANTAL CENTRALE EXAMENS MEETELLEND VOOR DIPLOMA;GEM. CIJFER CENTRALE EXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER CIJFERLIJST;GEM. CIJFER REKENTOETS
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;79;6,4;79;6,4;79;5,6;79;5,6;6,1;,0
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;79;6,5;79;6,5;79;6,2;79;6,2;6,4;,0
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;18;6,2;18;6,2;18;6,0;18;6,0;6,2;,0
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;21;6,0;20;6,0;21;5,2;20;5,2;5,7;,0
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1018;biol;biologie;;0;0;31;6,0;31;6,0;31;5,9;31;5,9;5,9;,0
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1019;maat;maatschappijleer;;0;0;79;6,8;0;,0;0;,0;0;,0;7,0;,0
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;18;18;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;61;61;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1021;ges;geschiedenis;;0;0;63;6,3;63;6,3;63;6,5;63;6,5;6,5;,0
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1022;econ;economie;;0;0;54;6,1;54;6,1;54;5,8;54;5,8;5,9;,0
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1023;nat;natuurkunde;;0;0;10;6,3;10;6,3;10;6,2;10;6,2;6,4;,0
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1024;wisA;wiskunde A;;0;0;61;6,0;61;6,0;61;5,8;61;5,8;6,0;,0
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1025;wisB;wiskunde B;;0;0;11;6,3;11;6,3;11;7,0;11;7,0;6,7;,0
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1028;schk;scheikunde;;0;0;17;5,9;17;5,9;17;6,1;17;6,1;6,0;,0
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1036;hndv;handvaardigheid;;0;0;19;6,3;19;6,3;19;5,3;19;5,3;5,9;,0
2014;20CQ;00;AOG;0603;RIJSWIJK;RIJSWIJK ZH;Zuid-Holland;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,4
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;40;6,4;40;6,4;40;6,7;40;6,7;6,5;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;0251;m&o;management en organisatie;;0;0;26;5,9;25;5,9;26;6,5;25;6,5;6,2;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;0270;te;tekenen;;0;0;15;6,6;15;6,6;15;5,5;15;5,5;6,2;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;3;3;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;74;74;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;77;6,2;77;6,2;77;6,1;77;6,1;6,2;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;77;6,3;77;6,3;77;7,0;77;7,0;6,7;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;35;6,3;34;6,3;35;6,5;34;6,5;6,5;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;26;6,4;22;6,5;26;5,9;22;6,0;6,2;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1018;biol;biologie;;0;0;41;6,2;40;6,2;41;5,9;40;5,9;6,1;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1019;maat;maatschappijleer;;0;0;77;6,9;0;,0;0;,0;0;,0;7,0;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;17;17;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;60;60;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1021;ges;geschiedenis;;0;0;52;6,3;52;6,3;52;6,0;52;6,0;6,1;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1022;econ;economie;;0;0;48;6,3;48;6,3;48;6,2;48;6,2;6,3;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1023;nat;natuurkunde;;0;0;14;6,3;14;6,3;14;6,8;14;6,8;6,5;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1024;wisA;wiskunde A;;0;0;59;6,5;57;6,5;59;6,7;57;6,8;6,7;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1025;wisB;wiskunde B;;0;0;11;6,0;11;6,0;11;7,6;11;7,6;6,9;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1028;schk;scheikunde;;0;0;25;5,9;25;5,9;25;5,8;25;5,8;6,0;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1036;hndv;handvaardigheid;;0;0;6;5,9;6;5,9;6;5,3;6;5,3;5,8;,0
2014;20CQ;01;locatie, Lyceum Ypenburg;0518;S GRAVENHAGE;'S-GRAVENHAGE;Zuid-Holland;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,8
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;0131;ak;aardrijkskunde;;0;0;69;6,4;69;6,4;69;5,9;69;5,9;6,2;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;0161;in;informatica;;0;0;8;5,9;0;,0;0;,0;0;,0;5,9;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;0251;m&o;management en organisatie;;0;0;34;6,0;34;6,0;34;6,4;34;6,4;6,3;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;49;49;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;89;89;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;139;6,4;139;6,4;139;6,0;139;6,0;6,2;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1002;entl;Engelse taal en literatuur;;0;0;139;6,6;139;6,6;139;6,7;139;6,7;6,7;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1003;fatl;Franse taal en literatuur;;0;0;27;6,0;27;6,0;27;5,4;27;5,4;5,7;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;45;6,0;45;6,0;45;6,0;45;6,0;6,0;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1018;biol;biologie;;0;0;46;6,4;46;6,4;46;5,7;46;5,7;6,0;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1019;maat;maatschappijleer;;0;0;139;6,6;0;,0;0;,0;0;,0;6,7;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;97;97;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;42;42;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1021;ges;geschiedenis;;0;0;92;6,1;92;6,1;92;6,1;92;6,1;6,2;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1022;econ;economie;;0;0;83;6,2;83;6,2;83;6,4;83;6,4;6,3;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1023;nat;natuurkunde;;0;0;34;6,0;34;6,0;34;6,3;34;6,3;6,2;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1024;wisA;wiskunde A;;0;0;103;6,5;103;6,5;103;7,2;103;7,2;6,8;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1025;wisB;wiskunde B;;0;0;27;6,5;27;6,5;27;7,8;27;7,8;7,2;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1028;schk;scheikunde;;0;0;47;6,2;47;6,2;47;5,9;47;5,9;6,1;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1030;kubv;kunst (beeldende vormgeving);;0;0;20;7,0;19;7,0;19;6,0;19;6,0;6,5;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1031;kumu;kunst (muziek);;0;0;21;6,9;20;6,9;20;5,9;20;5,9;6,3;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1038;bsm;bewegen, sport en maatschappij;;0;0;41;6,7;0;,0;0;,0;0;,0;6,8;,0
2014;20CR;00;Zuyderzee College;0171;NOORDOOSTPOLDER;EMMELOORD;Flevoland;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,6
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0131;ak;aardrijkskunde;;0;0;13;6,2;13;6,2;13;6,2;13;6,2;6,2;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0161;in;informatica;;0;0;17;6,7;0;,0;0;,0;0;,0;6,8;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0260;mu;muziek;;0;0;5;6,9;4;6,8;5;6,5;4;6,5;6,8;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0311;fi;filosofie;;0;0;4;6,9;4;6,9;4;6,5;4;6,5;6,5;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;21;21;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;16;16;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;37;6,2;37;6,2;37;6,1;37;6,1;6,2;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1002;entl;Engelse taal en literatuur;;0;0;37;7,0;37;7,0;37;7,3;37;7,3;7,2;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1003;fatl;Franse taal en literatuur;;0;0;4;6,3;4;6,3;4;6,6;4;6,6;6,3;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;20;6,3;20;6,3;20;6,0;20;6,0;6,3;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1018;biol;biologie;;0;0;16;6,6;16;6,6;16;6,8;16;6,8;6,8;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1019;maat;maatschappijleer;;0;0;37;6,7;0;,0;0;,0;0;,0;6,7;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;15;15;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;22;22;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1021;ges;geschiedenis;;0;0;16;6,3;16;6,3;16;6,9;16;6,9;6,6;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1022;econ;economie;;0;0;27;6,4;25;6,4;27;6,7;25;6,8;6,8;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1023;nat;natuurkunde;;0;0;18;6,8;18;6,8;18;7,1;18;7,1;7,0;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1024;wisA;wiskunde A;;0;0;23;7,3;23;7,3;23;7,2;23;7,2;7,3;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1025;wisB;wiskunde B;;0;0;14;6,9;14;6,9;14;8,2;14;8,2;7,5;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1028;schk;scheikunde;;0;0;21;6,6;21;6,6;21;6,9;21;6,9;6,8;,0
2014;20CS;00;OSG Hengelo;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,7
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0131;ak;aardrijkskunde;;0;0;42;6,2;42;6,2;42;5,9;42;5,9;6,0;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0251;m&o;management en organisatie;;0;0;23;6,4;23;6,4;23;6,6;23;6,6;6,5;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0260;mu;muziek;;0;0;10;6,8;10;6,8;10;6,7;10;6,7;6,8;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0270;te;tekenen;;0;0;12;6,7;12;6,7;12;5,9;12;5,9;6,3;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;41;41;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;83;83;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;124;6,0;124;6,0;124;5,6;124;5,6;5,9;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1002;entl;Engelse taal en literatuur;;0;0;123;6,2;123;6,2;123;6,7;123;6,7;6,5;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1003;fatl;Franse taal en literatuur;;0;0;14;6,3;14;6,3;14;6,4;14;6,4;6,3;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;59;6,0;59;6,0;59;5,9;59;5,9;6,1;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1018;biol;biologie;;0;0;50;6,2;50;6,2;50;5,9;50;5,9;6,0;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1019;maat;maatschappijleer;;0;0;124;6,6;0;,0;0;,0;0;,0;6,7;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;44;44;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;80;80;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1021;ges;geschiedenis;;0;0;80;5,7;80;5,7;80;6,2;80;6,2;6,0;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1022;econ;economie;;0;0;84;6,4;84;6,4;84;5,7;84;5,7;6,1;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1023;nat;natuurkunde;;0;0;29;6,3;29;6,3;29;5,3;29;5,3;5,8;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1024;wisA;wiskunde A;;0;0;84;6,3;84;6,3;84;6,3;84;6,3;6,3;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1025;wisB;wiskunde B;;0;0;31;5,9;31;5,9;31;5,3;31;5,3;5,6;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1027;wisD;wiskunde D;;0;0;2;6,7;0;,0;0;,0;0;,0;7,0;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1028;schk;scheikunde;;0;0;45;6,0;45;6,0;45;6,1;45;6,1;6,0;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1035;nlt;natuur, leven en technologie;;0;0;22;6,7;0;,0;0;,0;0;,0;6,8;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1038;bsm;bewegen, sport en maatschappij;;0;0;50;6,7;0;,0;0;,0;0;,0;6,8;,0
2014;20CS;07;Montessori College Twente;0164;HENGELO;HENGELO OV;Overijssel;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;5,3
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;0131;ak;aardrijkskunde;;0;0;35;6,2;35;6,2;35;6,4;35;6,4;6,3;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;0161;in;informatica;;0;0;17;6,8;0;,0;0;,0;0;,0;6,8;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;0251;m&o;management en organisatie;;0;0;27;6,2;27;6,2;27;6,0;27;6,0;6,2;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;0270;te;tekenen;;0;0;20;6,6;20;6,6;20;6,0;20;6,0;6,3;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);G;19;19;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;0353;lo;lichamelijke opvoeding (gemeenschappelijk deel);V;94;94;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1001;netl;Nederlandse taal en literatuur;;0;0;113;6,5;113;6,5;113;6,3;113;6,3;6,5;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1002;entl;Engelse taal en literatuur;;0;0;113;6,6;113;6,6;113;7,0;113;7,0;6,8;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1003;fatl;Franse taal en literatuur;;0;0;32;6,8;32;6,8;32;6,6;32;6,6;6,7;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1004;dutl;Duitse taal en literatuur;;0;0;48;6,1;48;6,1;48;6,0;48;6,0;6,1;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1018;biol;biologie;;0;0;27;5,9;27;5,9;27;6,5;27;6,5;6,3;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1019;maat;maatschappijleer;;0;0;113;6,7;0;,0;0;,0;0;,0;6,7;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1020;ckv;culturele en kunstzinnige vorming;G;22;22;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1020;ckv;culturele en kunstzinnige vorming;V;91;91;0;,0;0;,0;0;,0;0;,0;,0;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1021;ges;geschiedenis;;0;0;74;6,3;74;6,3;74;6,8;74;6,8;6,6;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1022;econ;economie;;0;0;80;6,6;80;6,6;80;6,4;80;6,4;6,6;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1023;nat;natuurkunde;;0;0;32;6,5;32;6,5;32;7,0;32;7,0;6,7;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1024;wisA;wiskunde A;;0;0;83;6,1;83;6,1;83;6,3;83;6,3;6,2;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1025;wisB;wiskunde B;;0;0;24;6,4;24;6,4;24;6,9;24;6,9;6,8;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1027;wisD;wiskunde D;;0;0;1;6,0;0;,0;0;,0;0;,0;6,0;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1028;schk;scheikunde;;0;0;39;6,9;39;6,9;39;7,2;39;7,2;7,1;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1038;bsm;bewegen, sport en maatschappij;;0;0;21;6,7;0;,0;0;,0;0;,0;6,7;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1054;o&o;onderzoek en ontwerpen (beschikking 2007);;0;0;6;6,7;0;,0;0;,0;0;,0;6,7;,0
2014;20DB;00;Thorbecke SGM;0193;ZWOLLE;ZWOLLE;Overijssel;HAVO;1107;rkt;Rekentoets;;0;0;0;,0;0;,0;0;,0;0;,0;,0;6,0
2014;20DF;00;Da Vinci College;0546;LEIDEN;LEIDEN;Zuid-Holland;HAVO;0131;ak;aardrijkskunde;;0;0;30;6,3;30;6,3;30;6,0;30;6,0;6,2;,0
